id,name,portion_g,energy_kcal,protein_g,fat_g,carbs_g,fiber_g,calcium_mg,iron_mg,sodium_mg,defaultUnit,units,unitConversions,nutritionPer100g,category,source_pdf,page,notes
porco_costela_crua,"Porco, costela, crua",100,256.0,18.0,19.8,0.0,NULL,15.0,0.9,88.0,100g,"[""100g"", ""gramas"", ""g"", ""bife"", ""filé"", ""peito"", ""coxa"", ""sobrecoxa"", ""fatia"", ""porção"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""bife"": 120, ""filé"": 150, ""peito"": 200, ""coxa"": 150, ""sobrecoxa"": 180, ""fatia"": 30, ""porção"": 150, ""kg"": 1000}","{""calories"": 256.0, ""energy_kj"": 1069.0, ""protein"": 18.0, ""fat"": 19.8, ""carbs"": 0.0, ""cholesterol"": 69.0, ""moisture"": 61.2, ""ash"": 0.9, ""calcium"": 15.0, ""magnesium"": 18.0, ""phosphorus"": 159.0, ""iron"": 0.9, ""sodium"": 88.0, ""potassium"": 248.0, ""copper"": 0.05, ""zinc"": 2.3, ""thiamine"": 0.62, ""niacin"": 8.27}",Carnes,#1food-moz.pdf,1,Entry 431 from source table
porco_lombo_assado,"Porco, lombo, assado",100,210.0,35.7,6.4,0.0,NULL,20.0,0.5,39.0,100g,"[""100g"", ""gramas"", ""g"", ""bife"", ""filé"", ""peito"", ""coxa"", ""sobrecoxa"", ""fatia"", ""porção"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""bife"": 120, ""filé"": 150, ""peito"": 200, ""coxa"": 150, ""sobrecoxa"": 180, ""fatia"": 30, ""porção"": 150, ""kg"": 1000}","{""calories"": 210.0, ""energy_kj"": 880.0, ""protein"": 35.7, ""fat"": 6.4, ""carbs"": 0.0, ""cholesterol"": 103.0, ""moisture"": 56.6, ""ash"": 1.4, ""calcium"": 20.0, ""magnesium"": 18.0, ""phosphorus"": 238.0, ""iron"": 0.5, ""sodium"": 39.0, ""potassium"": 311.0, ""copper"": 0.03, ""zinc"": 1.8, ""thiamine"": 0.75, ""riboflavin"": 0.07, ""pyridoxine"": 0.11, ""niacin"": 12.43}",Carnes,#1food-moz.pdf,1,Entry 432 from source table
porco_lombo_cru,"Porco, lombo, cru",100,176.0,22.6,8.8,0.0,NULL,4.0,0.5,53.0,100g,"[""100g"", ""gramas"", ""g"", ""bife"", ""filé"", ""peito"", ""coxa"", ""sobrecoxa"", ""fatia"", ""porção"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""bife"": 120, ""filé"": 150, ""peito"": 200, ""coxa"": 150, ""sobrecoxa"": 180, ""fatia"": 30, ""porção"": 150, ""kg"": 1000}","{""calories"": 176.0, ""energy_kj"": 735.0, ""protein"": 22.6, ""fat"": 8.8, ""carbs"": 0.0, ""cholesterol"": 55.0, ""moisture"": 67.7, ""ash"": 1.0, ""calcium"": 4.0, ""magnesium"": 24.0, ""phosphorus"": 195.0, ""iron"": 0.5, ""sodium"": 53.0, ""potassium"": 334.0, ""copper"": 0.01, ""zinc"": 0.9, ""thiamine"": 0.95, ""niacin"": 13.83}",Carnes,#1food-moz.pdf,1,Entry 433 from source table
porco_orelha_salgada_crua,"Porco, orelha, salgada, crua",100,258.0,18.5,19.9,0.0,NULL,5.0,1.4,616.0,100g,"[""100g"", ""gramas"", ""g"", ""bife"", ""filé"", ""peito"", ""coxa"", ""sobrecoxa"", ""fatia"", ""porção"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""bife"": 120, ""filé"": 150, ""peito"": 200, ""coxa"": 150, ""sobrecoxa"": 180, ""fatia"": 30, ""porção"": 150, ""kg"": 1000}","{""calories"": 258.0, ""energy_kj"": 1082.0, ""protein"": 18.5, ""fat"": 19.9, ""carbs"": 0.0, ""cholesterol"": 83.0, ""moisture"": 59.7, ""ash"": 2.0, ""calcium"": 5.0, ""magnesium"": 2.0, ""manganese"": 0.01, ""phosphorus"": 31.0, ""iron"": 1.4, ""sodium"": 616.0, ""potassium"": 228.0, ""copper"": 0.23, ""zinc"": 0.6, ""thiamine"": 0.07, ""riboflavin"": 0.03}",Carnes,#1food-moz.pdf,1,Entry 434 from source table
porco_pernil_assado,"Porco, pernil, assado",100,262.0,32.1,13.9,0.0,NULL,18.0,1.3,62.0,100g,"[""100g"", ""gramas"", ""g"", ""bife"", ""filé"", ""peito"", ""coxa"", ""sobrecoxa"", ""fatia"", ""porção"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""bife"": 120, ""filé"": 150, ""peito"": 200, ""coxa"": 150, ""sobrecoxa"": 180, ""fatia"": 30, ""porção"": 150, ""kg"": 1000}","{""calories"": 262.0, ""energy_kj"": 1097.0, ""protein"": 32.1, ""fat"": 13.9, ""carbs"": 0.0, ""cholesterol"": 110.0, ""moisture"": 49.3, ""ash"": 1.4, ""calcium"": 18.0, ""magnesium"": 27.0, ""manganese"": 0.01, ""phosphorus"": 247.0, ""iron"": 1.3, ""sodium"": 62.0, ""potassium"": 395.0, ""copper"": 0.09, ""zinc"": 3.3, ""thiamine"": 0.77, ""riboflavin"": 0.09, ""niacin"": 6.57}",Carnes,#1food-moz.pdf,1,Entry 435 from source table
porco_pernil_cru,"Porco, pernil, cru",100,186.0,20.1,11.1,0.0,NULL,13.0,0.9,102.0,100g,"[""100g"", ""gramas"", ""g"", ""bife"", ""filé"", ""peito"", ""coxa"", ""sobrecoxa"", ""fatia"", ""porção"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""bife"": 120, ""filé"": 150, ""peito"": 200, ""coxa"": 150, ""sobrecoxa"": 180, ""fatia"": 30, ""porção"": 150, ""kg"": 1000}","{""calories"": 186.0, ""energy_kj"": 778.0, ""protein"": 20.1, ""fat"": 11.1, ""carbs"": 0.0, ""cholesterol"": 59.0, ""moisture"": 67.1, ""ash"": 1.0, ""calcium"": 13.0, ""magnesium"": 23.0, ""phosphorus"": 192.0, ""iron"": 0.9, ""sodium"": 102.0, ""potassium"": 256.0, ""copper"": 0.16, ""zinc"": 1.7, ""thiamine"": 1.06, ""riboflavin"": 0.06, ""niacin"": 5.67}",Carnes,#1food-moz.pdf,1,Entry 436 from source table
porco_rabo_salgado_cru,"Porco, rabo, salgado, cru",100,377.0,15.6,34.5,0.0,NULL,22.0,0.6,1158.0,100g,"[""100g"", ""gramas"", ""g"", ""bife"", ""filé"", ""peito"", ""coxa"", ""sobrecoxa"", ""fatia"", ""porção"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""bife"": 120, ""filé"": 150, ""peito"": 200, ""coxa"": 150, ""sobrecoxa"": 180, ""fatia"": 30, ""porção"": 150, ""kg"": 1000}","{""calories"": 377.0, ""energy_kj"": 1579.0, ""protein"": 15.6, ""fat"": 34.5, ""carbs"": 0.0, ""cholesterol"": 89.0, ""moisture"": 43.8, ""ash"": 3.5, ""calcium"": 22.0, ""magnesium"": 4.0, ""manganese"": 0.01, ""phosphorus"": 42.0, ""iron"": 0.6, ""sodium"": 1158.0, ""potassium"": 24.0, ""copper"": 0.05, ""zinc"": 1.4, ""thiamine"": 0.2, ""riboflavin"": 0.06, ""niacin"": 1.43}",Carnes,#1food-moz.pdf,1,Entry 437 from source table
presunto_com_capa_de_gordura,"Presunto, com capa de gordura",100,128.0,14.4,6.8,1.4,NULL,12.0,0.7,1021.0,100g,"[""100g"", ""gramas"", ""g"", ""ml"", ""litro"", ""colher de sopa"", ""colher de chá"", ""fio""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""ml"": 0.92, ""litro"": 920, ""colher de sopa"": 13, ""colher de chá"": 4, ""fio"": 2}","{""calories"": 128.0, ""energy_kj"": 535.0, ""protein"": 14.4, ""fat"": 6.8, ""carbs"": 1.4, ""cholesterol"": 40.0, ""moisture"": 73.9, ""ash"": 3.5, ""calcium"": 12.0, ""magnesium"": 17.0, ""manganese"": 0.04, ""phosphorus"": 274.0, ""iron"": 0.7, ""sodium"": 1021.0, ""potassium"": 295.0, ""copper"": 0.04, ""zinc"": 1.3, ""thiamine"": 0.62, ""riboflavin"": 0.03, ""niacin"": 3.78}",Óleos,#1food-moz.pdf,1,Entry 438 from source table
presunto_sem_capa_de_gordura,"Presunto, sem capa de gordura",100,94.0,14.3,2.7,2.1,NULL,23.0,0.8,1039.0,100g,"[""100g"", ""gramas"", ""g"", ""ml"", ""litro"", ""colher de sopa"", ""colher de chá"", ""fio""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""ml"": 0.92, ""litro"": 920, ""colher de sopa"": 13, ""colher de chá"": 4, ""fio"": 2}","{""calories"": 94.0, ""energy_kj"": 392.0, ""protein"": 14.3, ""fat"": 2.7, ""carbs"": 2.1, ""cholesterol"": 36.0, ""moisture"": 77.2, ""ash"": 3.7, ""calcium"": 23.0, ""magnesium"": 18.0, ""manganese"": 0.04, ""phosphorus"": 244.0, ""iron"": 0.8, ""sodium"": 1039.0, ""potassium"": 307.0, ""copper"": 0.04, ""zinc"": 1.5, ""thiamine"": 0.5, ""riboflavin"": 0.03, ""niacin"": 4.0}",Óleos,#1food-moz.pdf,1,Entry 439 from source table
quibe_assado,"Quibe, assado",100,136.0,14.6,2.7,12.9,1.9,16.0,2.2,40.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 136.0, ""energy_kj"": 570.0, ""protein"": 14.6, ""fat"": 2.7, ""carbs"": 12.9, ""fiber"": 1.9, ""cholesterol"": 34.0, ""moisture"": 69.0, ""ash"": 0.9, ""calcium"": 16.0, ""magnesium"": 36.0, ""manganese"": 0.76, ""phosphorus"": 174.0, ""iron"": 2.2, ""sodium"": 40.0, ""potassium"": 288.0, ""copper"": 0.51, ""zinc"": 4.1, ""thiamine"": 0.04, ""riboflavin"": 0.04, ""niacin"": 1.81}",Alimentos,#1food-moz.pdf,1,Entry 440 from source table
quibe_cru,"Quibe, cru",100,109.0,12.4,1.7,10.8,1.6,12.0,1.7,39.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 109.0, ""energy_kj"": 458.0, ""protein"": 12.4, ""fat"": 1.7, ""carbs"": 10.8, ""fiber"": 1.6, ""cholesterol"": 27.0, ""moisture"": 74.5, ""ash"": 0.7, ""calcium"": 12.0, ""magnesium"": 26.0, ""manganese"": 0.39, ""phosphorus"": 126.0, ""iron"": 1.7, ""sodium"": 39.0, ""potassium"": 242.0, ""copper"": 0.13, ""zinc"": 2.8, ""thiamine"": 0.09, ""riboflavin"": 0.03, ""niacin"": 1.2}",Alimentos,#1food-moz.pdf,1,Entry 441 from source table
quibe_frito,"Quibe, frito",100,254.0,14.9,15.8,12.3,NULL,22.0,2.0,836.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 254.0, ""energy_kj"": 1062.0, ""protein"": 14.9, ""fat"": 15.8, ""carbs"": 12.3, ""cholesterol"": 38.0, ""moisture"": 54.0, ""ash"": 3.0, ""calcium"": 22.0, ""magnesium"": 39.0, ""manganese"": 0.72, ""phosphorus"": 166.0, ""iron"": 2.0, ""sodium"": 836.0, ""potassium"": 322.0, ""copper"": 0.16, ""zinc"": 2.8, ""thiamine"": 0.12, ""riboflavin"": 0.1, ""niacin"": 1.5}",Alimentos,#1food-moz.pdf,1,Entry 442 from source table
salame,Salame,100,398.0,25.8,30.6,2.9,NULL,87.0,1.3,1574.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 398.0, ""energy_kj"": 1665.0, ""protein"": 25.8, ""fat"": 30.6, ""carbs"": 2.9, ""cholesterol"": 85.0, ""moisture"": 34.7, ""ash"": 5.9, ""calcium"": 87.0, ""magnesium"": 30.0, ""manganese"": 0.03, ""phosphorus"": 354.0, ""iron"": 1.3, ""sodium"": 1574.0, ""potassium"": 548.0, ""copper"": 0.05, ""zinc"": 3.2, ""thiamine"": 0.88, ""riboflavin"": 0.23, ""niacin"": 12.49}",Alimentos,#1food-moz.pdf,1,Entry 443 from source table
toucinho_cru,"Toucinho, cru",100,593.0,11.5,60.3,0.0,NULL,2.0,0.4,50.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 593.0, ""energy_kj"": 2479.0, ""protein"": 11.5, ""fat"": 60.3, ""carbs"": 0.0, ""cholesterol"": 73.0, ""moisture"": 27.6, ""ash"": 0.3, ""calcium"": 2.0, ""magnesium"": 4.0, ""phosphorus"": 35.0, ""iron"": 0.4, ""sodium"": 50.0, ""potassium"": 58.0, ""copper"": 0.11, ""zinc"": 0.2, ""niacin"": 5.1}",Alimentos,#1food-moz.pdf,1,Entry 444 from source table
toucinho_frito,"Toucinho, frito",100,697.0,27.3,64.3,0.0,NULL,9.0,0.9,125.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 697.0, ""energy_kj"": 2914.0, ""protein"": 27.3, ""fat"": 64.3, ""carbs"": 0.0, ""cholesterol"": 89.0, ""moisture"": 6.3, ""ash"": 0.7, ""calcium"": 9.0, ""magnesium"": 9.0, ""manganese"": 0.01, ""phosphorus"": 95.0, ""iron"": 0.9, ""sodium"": 125.0, ""potassium"": 171.0, ""copper"": 0.1, ""zinc"": 0.8, ""niacin"": 5.03}",Alimentos,#1food-moz.pdf,1,Entry 445 from source table
bebida_láctea_pêssego,"Bebida láctea, pêssego",100,55.0,2.1,1.9,7.6,0.3,89.0,NULL,46.0,100g,"[""100g"", ""gramas"", ""g"", ""unidade"", ""porção"", ""colher de sopa"", ""colher de chá"", ""xícara"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""unidade"": 100, ""porção"": 150, ""colher de sopa"": 15, ""colher de chá"": 5, ""xícara"": 150, ""kg"": 1000}","{""calories"": 55.0, ""energy_kj"": 231.0, ""protein"": 2.1, ""fat"": 1.9, ""carbs"": 7.6, ""fiber"": 0.3, ""cholesterol"": 5.0, ""moisture"": 87.7, ""ash"": 0.7, ""calcium"": 89.0, ""magnesium"": 9.0, ""phosphorus"": 63.0, ""sodium"": 46.0, ""potassium"": 62.0, ""copper"": 0.02, ""zinc"": 0.2, ""thiamine"": 0.03, ""riboflavin"": 0.14, ""niacin"": 0.33, ""vitamin_c"": 2.1}",Alimentos,#1food-moz.pdf,1,Entry 446 from source table
creme_de_leite,Creme de Leite,100,221.0,1.5,22.5,4.5,NULL,83.0,0.3,52.0,100g,"[""100g"", ""gramas"", ""g"", ""ml"", ""litro"", ""copo"", ""xícara"", ""colher de sopa"", ""colher de chá"", ""fatia""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""ml"": 1.03, ""litro"": 1030, ""copo"": 240, ""xícara"": 240, ""colher de sopa"": 15, ""colher de chá"": 5, ""fatia"": 20}","{""calories"": 221.0, ""energy_kj"": 927.0, ""protein"": 1.5, ""fat"": 22.5, ""carbs"": 4.5, ""cholesterol"": 66.0, ""moisture"": 70.9, ""ash"": 0.6, ""calcium"": 83.0, ""magnesium"": 8.0, ""manganese"": 0.01, ""phosphorus"": 118.0, ""iron"": 0.3, ""sodium"": 52.0, ""potassium"": 119.0, ""copper"": 0.02, ""zinc"": 0.3, ""retinol"": 128.0, ""riboflavin"": 0.1, ""niacin"": 0.0}",Laticínios,#1food-moz.pdf,1,Entry 447 from source table
iogurte_natural,"Iogurte, natural",100,51.0,4.1,3.0,1.9,NULL,143.0,NULL,52.0,100g,"[""100g"", ""gramas"", ""g"", ""ml"", ""litro"", ""copo"", ""xícara"", ""colher de sopa"", ""colher de chá"", ""fatia""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""ml"": 1.03, ""litro"": 1030, ""copo"": 240, ""xícara"": 240, ""colher de sopa"": 15, ""colher de chá"": 5, ""fatia"": 20}","{""calories"": 51.0, ""energy_kj"": 215.0, ""protein"": 4.1, ""fat"": 3.0, ""carbs"": 1.9, ""cholesterol"": 14.0, ""moisture"": 90.0, ""ash"": 0.9, ""calcium"": 143.0, ""magnesium"": 11.0, ""phosphorus"": 119.0, ""sodium"": 52.0, ""potassium"": 71.0, ""copper"": 0.02, ""zinc"": 0.4, ""retinol"": 23.0, ""thiamine"": 0.04, ""riboflavin"": 0.22, ""vitamin_c"": 0.9}",Laticínios,#1food-moz.pdf,1,Entry 448 from source table
iogurte_natural_desnatado,"Iogurte, natural, desnatado",100,41.0,3.8,0.3,5.8,NULL,157.0,NULL,60.0,100g,"[""100g"", ""gramas"", ""g"", ""ml"", ""litro"", ""copo"", ""xícara"", ""colher de sopa"", ""colher de chá"", ""fatia""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""ml"": 1.03, ""litro"": 1030, ""copo"": 240, ""xícara"": 240, ""colher de sopa"": 15, ""colher de chá"": 5, ""fatia"": 20}","{""calories"": 41.0, ""energy_kj"": 174.0, ""protein"": 3.8, ""fat"": 0.3, ""carbs"": 5.8, ""cholesterol"": 3.0, ""moisture"": 89.2, ""ash"": 0.9, ""calcium"": 157.0, ""magnesium"": 12.0, ""phosphorus"": 110.0, ""sodium"": 60.0, ""potassium"": 182.0, ""zinc"": 0.5, ""riboflavin"": 0.22, ""vitamin_c"": 0.3}",Laticínios,#1food-moz.pdf,1,Entry 449 from source table
iogurte_sabor_abacaxi,"Iogurte, sabor abacaxi",100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100g,"[""100g"", ""gramas"", ""g"", ""ml"", ""litro"", ""copo"", ""xícara"", ""colher de sopa"", ""colher de chá"", ""fatia""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""ml"": 1.03, ""litro"": 1030, ""copo"": 240, ""xícara"": 240, ""colher de sopa"": 15, ""colher de chá"": 5, ""fatia"": 20}","{""cholesterol"": 6.0}",Laticínios,#1food-moz.pdf,1,Entry 450 from source table
iogurte_sabor_morango,"Iogurte, sabor morango",100,70.0,2.7,2.3,9.7,0.2,101.0,NULL,38.0,100g,"[""100g"", ""gramas"", ""g"", ""ml"", ""litro"", ""copo"", ""xícara"", ""colher de sopa"", ""colher de chá"", ""fatia""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""ml"": 1.03, ""litro"": 1030, ""copo"": 240, ""xícara"": 240, ""colher de sopa"": 15, ""colher de chá"": 5, ""fatia"": 20}","{""calories"": 70.0, ""energy_kj"": 291.0, ""protein"": 2.7, ""fat"": 2.3, ""carbs"": 9.7, ""fiber"": 0.2, ""cholesterol"": 7.0, ""moisture"": 84.6, ""ash"": 0.6, ""calcium"": 101.0, ""magnesium"": 8.0, ""phosphorus"": 73.0, ""sodium"": 38.0, ""potassium"": 52.0, ""copper"": 0.02, ""zinc"": 0.3, ""retinol"": 27.0, ""thiamine"": 0.03, ""riboflavin"": 0.12, ""pyridoxine"": 0.02}",Laticínios,#1food-moz.pdf,1,Entry 451 from source table
iogurte_sabor_pêssego,"Iogurte, sabor pêssego",100,68.0,2.5,2.3,9.4,0.7,95.0,0.1,37.0,100g,"[""100g"", ""gramas"", ""g"", ""ml"", ""litro"", ""copo"", ""xícara"", ""colher de sopa"", ""colher de chá"", ""fatia""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""ml"": 1.03, ""litro"": 1030, ""copo"": 240, ""xícara"": 240, ""colher de sopa"": 15, ""colher de chá"": 5, ""fatia"": 20}","{""calories"": 68.0, ""energy_kj"": 284.0, ""protein"": 2.5, ""fat"": 2.3, ""carbs"": 9.4, ""fiber"": 0.7, ""cholesterol"": 8.0, ""moisture"": 85.1, ""ash"": 0.6, ""calcium"": 95.0, ""magnesium"": 8.0, ""phosphorus"": 66.0, ""iron"": 0.1, ""sodium"": 37.0, ""potassium"": 52.0, ""copper"": 0.02, ""zinc"": 0.3, ""retinol"": 21.0, ""thiamine"": 0.02, ""riboflavin"": 0.1, ""niacin"": 0.38}",Laticínios,#1food-moz.pdf,1,Entry 452 from source table
leite_condensado,"Leite, condensado",100,313.0,7.7,6.7,57.0,NULL,246.0,0.1,94.0,100g,"[""100g"", ""gramas"", ""g"", ""ml"", ""litro"", ""copo"", ""xícara"", ""colher de sopa"", ""colher de chá"", ""fatia""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""ml"": 1.03, ""litro"": 1030, ""copo"": 240, ""xícara"": 240, ""colher de sopa"": 15, ""colher de chá"": 5, ""fatia"": 20}","{""calories"": 313.0, ""energy_kj"": 1308.0, ""protein"": 7.7, ""fat"": 6.7, ""carbs"": 57.0, ""cholesterol"": 28.0, ""moisture"": 27.0, ""ash"": 1.6, ""calcium"": 246.0, ""magnesium"": 22.0, ""phosphorus"": 187.0, ""iron"": 0.1, ""sodium"": 94.0, ""potassium"": 329.0, ""copper"": 0.03, ""zinc"": 0.9, ""retinol"": 53.0, ""thiamine"": 0.06, ""riboflavin"": 0.33, ""pyridoxine"": 0.57, ""vitamin_c"": 2.1}",Laticínios,#1food-moz.pdf,1,Entry 453 from source table
leite_de_cabra,"Leite, de cabra",100,66.0,3.1,3.8,5.2,NULL,112.0,0.1,74.0,100g,"[""100g"", ""gramas"", ""g"", ""ml"", ""litro"", ""copo"", ""xícara"", ""colher de sopa"", ""colher de chá"", ""fatia""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""ml"": 1.03, ""litro"": 1030, ""copo"": 240, ""xícara"": 240, ""colher de sopa"": 15, ""colher de chá"": 5, ""fatia"": 20}","{""calories"": 66.0, ""energy_kj"": 278.0, ""protein"": 3.1, ""fat"": 3.8, ""carbs"": 5.2, ""cholesterol"": 14.0, ""moisture"": 87.1, ""ash"": 0.9, ""calcium"": 112.0, ""magnesium"": 10.0, ""phosphorus"": 113.0, ""iron"": 0.1, ""sodium"": 74.0, ""potassium"": 140.0, ""copper"": 0.04, ""zinc"": 0.4, ""retinol"": 35.0, ""riboflavin"": 0.14}",Laticínios,#1food-moz.pdf,1,Entry 454 from source table
leite_de_vaca_achocolatado,"Leite, de vaca, achocolatado",100,83.0,2.1,2.2,14.2,0.6,70.0,0.5,72.0,100g,"[""100g"", ""gramas"", ""g"", ""bife"", ""filé"", ""peito"", ""coxa"", ""sobrecoxa"", ""fatia"", ""porção"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""bife"": 120, ""filé"": 150, ""peito"": 200, ""coxa"": 150, ""sobrecoxa"": 180, ""fatia"": 30, ""porção"": 150, ""kg"": 1000}","{""calories"": 83.0, ""energy_kj"": 347.0, ""protein"": 2.1, ""fat"": 2.2, ""carbs"": 14.2, ""fiber"": 0.6, ""cholesterol"": 6.0, ""moisture"": 80.9, ""ash"": 0.7, ""calcium"": 70.0, ""magnesium"": 13.0, ""manganese"": 0.05, ""phosphorus"": 71.0, ""iron"": 0.5, ""sodium"": 72.0, ""potassium"": 155.0, ""copper"": 0.04, ""zinc"": 0.3, ""retinol"": 39.0, ""thiamine"": 0.07, ""riboflavin"": 0.29, ""pyridoxine"": 0.14, ""niacin"": 1.23, ""vitamin_c"": 3.3}",Carnes,#1food-moz.pdf,1,Entry 455 from source table
leite_de_vaca_desnatado_pó,"Leite, de vaca, desnatado, pó",100,362.0,34.7,0.9,53.0,NULL,1363.0,0.9,432.0,100g,"[""100g"", ""gramas"", ""g"", ""bife"", ""filé"", ""peito"", ""coxa"", ""sobrecoxa"", ""fatia"", ""porção"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""bife"": 120, ""filé"": 150, ""peito"": 200, ""coxa"": 150, ""sobrecoxa"": 180, ""fatia"": 30, ""porção"": 150, ""kg"": 1000}","{""calories"": 362.0, ""energy_kj"": 1513.0, ""protein"": 34.7, ""fat"": 0.9, ""carbs"": 53.0, ""cholesterol"": 25.0, ""moisture"": 3.1, ""ash"": 8.2, ""calcium"": 1363.0, ""magnesium"": 109.0, ""phosphorus"": 1673.0, ""iron"": 0.9, ""sodium"": 432.0, ""potassium"": 1556.0, ""copper"": 0.16, ""zinc"": 3.8, ""retinol"": 299.0, ""thiamine"": 0.32, ""riboflavin"": 1.2, ""niacin"": 0.81}",Carnes,#1food-moz.pdf,1,Entry 456 from source table
leite_de_vaca_desnatado_uht,"Leite, de vaca, desnatado, UHT",100,NULL,NULL,NULL,NULL,NULL,134.0,NULL,51.0,100g,"[""100g"", ""gramas"", ""g"", ""bife"", ""filé"", ""peito"", ""coxa"", ""sobrecoxa"", ""fatia"", ""porção"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""bife"": 120, ""filé"": 150, ""peito"": 200, ""coxa"": 150, ""sobrecoxa"": 180, ""fatia"": 30, ""porção"": 150, ""kg"": 1000}","{""cholesterol"": 4.0, ""ash"": 0.8, ""calcium"": 134.0, ""magnesium"": 10.0, ""phosphorus"": 85.0, ""sodium"": 51.0, ""potassium"": 140.0, ""copper"": 0.02, ""zinc"": 0.4, ""thiamine"": 0.04, ""riboflavin"": 0.26, ""niacin"": 1.49}",Carnes,#1food-moz.pdf,1,Entry 457 from source table
leite_de_vaca_integral,"Leite, de vaca, integral",100,NULL,NULL,NULL,NULL,NULL,123.0,NULL,64.0,100g,"[""100g"", ""gramas"", ""g"", ""bife"", ""filé"", ""peito"", ""coxa"", ""sobrecoxa"", ""fatia"", ""porção"", ""kg""]","{""100g"": 100, ""gramas"": 1, ""g"": 1, ""bife"": 120, ""filé"": 150, ""peito"": 200, ""coxa"": 150, ""sobrecoxa"": 180, ""fatia"": 30, ""porção"": 150, ""kg"": 1000}","{""cholesterol"": 10.0, ""ash"": 0.8, ""calcium"": 123.0, ""magnesium"": 10.0, ""phosphorus"": 82.0, ""sodium"": 64.0, ""potassium"": 133.0, ""copper"": 0.02, ""zinc"": 0.4, ""retinol"": 21.0, ""thiamine"": 0.04, ""riboflavin"": 0.24, ""niacin"": 1.52}",Carnes,#1food-moz.pdf,1,Entry 458 from source table
